OBJECTID,CATEGORY,PROJECT TITLE,GRANTEE TYPE,GRANT PROGRAM,GlobalID,URL 2,LOCATION NOTES,PROJECT DESCRIPTION,URL 1,URL 3,URL 4,URL 5,MATCH  AMOUNT,CZM REGION,URL 1 TEXT,URL 2 TEXT,URL 3 TEXT,URL 4 Text,URL 5 TEXT,TOWN,MULTI_JURISTICTIONAL,GRANT_AWARD,GRANTEE,WATERSHED,YEAR,x,y
289,Planning & Outreach,Essex County Coastal Resiliency Outreach and Planning Project,Nonprofit,Coastal Resilience,8f7d6857-26a9-42e5-b556-6532ee5bb4cb,,,Greenbelt conducted public outreach and assessed infrastructure improvements and management options and produced a Climate Adaptation Management Plan for their headquarters at the Cox Reservation.,https://ecga.org/CoastalResilience,,,,10741,North Shore,Project Information,,,,,Essex,No,41312,Essex County Greenbelt Association,North Coastal,2021,-7877493.72501933,5256406.20744896
346,Planning & Outreach,Coastal Vulnerability Action Plan,Municipal,Coastal Resilience,8982d209-1f03-4444-9fe2-e90fede636f8,,,Manchester-by-the-Sea will develop a conceptual action plan to reduce coastal flood risks in the downtown inner harbor waterfront.,https://experience.arcgis.com/experience/6ee0fe71c97d43bfbddd7506af980e92/,,,,42031,North Shore,Action Plan,,,,,Manchester,No,175132,Manchester-by-the-Sea,North Coastal,2023,-7878335.56284737,5247517.96420744
197,Construction - Other Infrastructure,Construction of Mattapoisett's Potable Water Infrastructure at the Pease's Point Water Main Crossing,Municipal,Coastal Resilience,bc8dd8da-d521-4086-9800-cb59543a4fd4,,,Mattapoisett relocated an existing water main that traverses an inlet between Pease's Point and Point Connett to a more landward and deeper location.,https://www.mattapoisett.net/water-sewer-department,,,,124687,South Coast,Mattapoisett Contact Information,,,,,Mattapoisett,No,498750,Mattapoisett,Buzzards Bay,2019,-7877111.08624657,5109136.66070811
246,Planning & Outreach,Essex County Coastal Resiliency: Education and Communication,Nonprofit,Coastal Resilience,51999a67-7088-4175-9152-877222bb69fc,,,Essex County Greenbelt Association worked with municipal partners in Gloucester and Essex to conduct outreach and education on land conservation for flood storage and coastal resiliency through mapping products and online media platforms.,https://ecga.org/CoastalResilience,,,,9379,North Shore,Project Information,,,,,"Essex, Gloucester",Yes,37438,Essex County Greenbelt Association,North Coastal,2020,-7877497.2168422,5256406.8611276
237,Construction - Other Infrastructure,Falmouth Inner Harbor Pumpout Repair,Municipal,Coastal Pollutant Remediation,916977c7-7f92-49a3-8315-3d041ac782a1,,,"The Town of Falmouth replaced the inner harbor commercial pump-out facility. This station, servicing commercial vessels, will improve water quality in Falmouth Harbor and help meet the statewide No Discharge Area designation for boats.",,,,,3201,Cape Cod and Islands,,,,,,Falmouth,No,9603,Falmouth,Cape Cod,2014,-7859485.97074941,5093361.06164445
120,Planning & Outreach,Rosies Pond Neighborhood Resiliency Project,Municipal,Coastal Resilience,f752cb67-d601-4a65-9cee-fcf9bea5ee76,,,Salem redesigned a flood control project for the Rosies Pond neighborhood to account for climate change projections and increase the neighborhood's ability to endure future flood impacts.,https://www.salemma.gov/planning-and-community-development,,,,50000,North Shore,Salem Contact Information,,,,,Salem,No,200000,Salem,North Coastal,2014,-7892463.01616488,5236805.05995616
306,Design & Permitting,Plymouth Long Beach Mixed Sediment Nourishment: Design and Permitting,Municipal,Coastal Resilience,e742117f-03d7-43d4-8c5a-0d7515ab0a3c,,,"Plymouth designed and permitted a mixed sediment (i.e., sand, gravel, and cobble) beach nourishment project along an eroded section of Long Beach, located north of the Day Parking Area.",https://www.plymouth-ma.gov/496/Plymouth-Long-Beach-Projects,,,,36920,South Shore,Project Information,,,,,Plymouth,No,142000,Plymouth,South Coastal,2021,-7863285.69439084,5154665.56280078
312,Design & Permitting,Restoring a Continuous Primary Dune along Beach Avenue - North Nantasket Beach,Municipal,Coastal Resilience,6ef5fb79-edad-4b86-81cd-9a735746183f,,,"Hull will design and permit restoration of the primary frontal dune at two large openings in the North Nantasket Beach dune system, as well as conduct stakeholder engagement activities to enhance storm damage protection to buildings and infrastructure.",https://www.town.hull.ma.us/conservation-department/pages/nantasket-beach-dune-repair-plans,,,,18914,South Shore,Project Information,,,,,Hull,No,70055,Hull,Boston Harbor: Proper,2022,-7889002.84142214,5203304.48424767
360,Planning & Outreach,Resilient Woods Hole – Phase 2: Demonstration the Power of a Public-Private Blue Economy Village Partnership in Implementing Community Climate Resiliency Solutions,Nonprofit,Coastal Resilience,466ea71b-38bc-4591-9ea9-1940068b7d94,,,"WHOI will design and construct floodproofing measures in near-term critical flood entry points, evaluate the feasibility of a dune restoration project on Stoney Beach and continue public outreach to build support for infrastructure adaptations.",https://resilientwoodshole.org,,,,99996,Cape Cod and Islands,Resilient Woods Hole,,,,,Falmouth,No,499981,Woods Hole Oceanographic Institution,Cape Cod,2023,-7866504.21915214,5090283.19941994
329,Planning & Outreach,"Climate Change Deep Dive Model, Alternatives Analysis, and Targeted Outreach & Engagement Project",Municipal,Coastal Resilience,82eb4aa8-1efc-469f-bea6-a75b70c7ea1d,,,"Salem conducted a detailed vulnerability assessment of the Palmer Cove area of the Point neighborhood, which is at risk to severe flooding and climate change impacts.",https://www.salemma.gov/city-engineer,,,,42187,North Shore,Salem Contact Information,,,,,Salem,No,168750,Salem,North Coastal,2022,-7891256.03074637,5238328.89559431
260,Design & Permitting,Final Design of the Overflow Lagoon at the Wareham Water Pollution Control Facility (WPCF),Municipal,Coastal Resilience,f623f0d4-14d0-4fa3-b509-9c40d46ed725,,,"The Town of Wareham developed final engineering plans and completed permitting of a third, lined equalization basin to provide the additional plant capacity required during extreme rain events.",https://www.wareham.ma.us/sewer-department,,,,37785,South Coast,Wareham Contact Information,,,,,Wareham,No,151140,Wareham,Buzzards Bay,2020,-7868459.56828764,5125133.70945571
429,Habitat Restoration,South Shore Salt Marsh Restoration Prioritization,Nonprofit,Coastal Habitat and Water Quality,030799f7-2bcc-481b-868b-ab1c2e00d946,,"Location is for the North and South Rivers Watershed Association office, since project spans tidal marshes across the South Shore of Massachusetts.","The North and South Rivers Watershed Association, in partnership with the Cohasset Center for Student Coastal Research and UMass Amherst, will complete a comprehensive habitat restoration plan for the tidal marshes across the South Shore of Massachusetts. Several field and desktop assessment methods will be utilized to develop a prioritized ranking of marsh units for restoration action. Through collaboration with the Cohasset Center for Student Coastal Research, students will have the opportunity to participate in field data collection and desktop analysis, and outreach opportunities will be provided through cooperation with the towns of Duxbury, Norwell, Plymouth, and Scituate. ",,,,,73570,South Shore,,,,,,"Cohasset, Duxbury, Kingston, Marshfield, Norwell, Plymouth, Scituate",Yes,88129,North and South Rivers Watershed Association,South Coastal,2024,-7885385.19222274,5182528.88807582
283,Planning & Outreach,Alternatives Providing Shore Protection and Mitigating Shoaling along the Coast Fronting Stage Harbor,Municipal,Coastal Resilience,1de2dae8-c216-41ad-b0b8-3e67118ebb7d,,,Chatham assessed alternatives for mitigating severe coastal erosion and shoaling affecting the viability of Stage Harbor and developed strategies that address existing and future climate change concerns over the next 10-20 years.,https://www.chatham-ma.gov/177/Natural-Resources-Department,,,,28565,Cape Cod and Islands,Chatham Contact Information,,,,,Chatham,No,114262,Chatham,Cape Cod,2021,-7789331.89113919,5109328.05597892
406,Research & Monitoring,Shoreline Restoration: Coastal Bank Stabilization and Fringing Salt  Marsh Restoration Construction & Monitoring,Municipal,Coastal Resilience,62a63fb4-ff2e-4f55-8123-3c59b0ccb9fd,,,The Town of Braintree will implement a monitoring plan for a salt marsh restoration and shoreline stabilization project at Watson Park constructed in 2022. Monitoring information will be used to adapt project management and maintenance approaches to lengthen design life while reducing erosion and flooding. Braintree will also create an interactive map to document the resilience lessons learned from the project.,https://braintreema.gov/996/Watson-Park-Shoreline-Stabilization-Proj,,,,10420,Boston Harbor,Project Information,,,,,Braintree,No,74940,Braintree,Boston Harbor: Weymouth & Weir,2024,-7899614.13860667,5194969.40895916
114,Design & Permitting,Building Coastal Resilience in Brewster,Municipal,Coastal Resilience,468ede06-3a1b-4577-911a-26f4fb70f97f,,,Brewster studied sand volumes and movement along the shoreline and completed design plans to move a beach parking lot to a more inland and elevated location.,https://www.mass.gov/service-details/brewster-relocation-of-vulnerable-infrastructure,,,,62000,Cape Cod and Islands,Project Information,,,,,Brewster,No,200000,Brewster,Cape Cod,2014,-7801700.17713073,5126371.8744678
266,Construction - Stormwater Infrastructure,"Yarmouth Impaired Waters, Stormwater BMP Construction and Design",municipal,Coastal Pollutant Remediation,81d9fcbc-1301-43fd-9839-4cfea66eb859,,,"Yarmouth built on past CPR grant work to construct stormwater infrastructure, and develop final designs at a priority site. Goals are to treat nitrogen and bacteria to protect coastal habitat and reopen shellfish beds.",,,,,66607,Cape Cod and Islands,,,,,,Yarmouth,No,194380,Yarmouth,Cape Cod,2020,-7820908.01506625,5108214.47411781
423,Habitat Restoration,Cheesecake Brook Subwatershed Planning and Best Management Practice (BMP) Design,Nonprofit,Coastal Habitat and Water Quality,9430480c-1bdb-450a-8bb8-38e8f4529228,,"Project will implement green stormwater infrastructure at Albemarle Park, among other locations along Cheesecake Brook. The project is also working towards a comprehensive habitat restoration plan for the brook.","In partnership with the city of Newton, the Charles River Watershed Association (CRWA) will develop green stormwater infrastructure designs to treat stormwater runoff into Cheesecake Brook, a tributary of the Charles River, for nutrients and bacteria. The designs include a subsurface infiltration system at Albemarle Field and several bioretention Best Management Practices (BMPs) along the stream. CRWA will also develop a comprehensive restoration plan to identify and prioritize restoration activities in the Cheesecake Brook subwatershed with the goal of improving water quality and habitat critical for diadromous fish species.",,,,,24990,Boston Harbor,,,,,,Newton,No,99992,Charles River Watershed Association,Charles,2024,-7927648.26102243,5214748.2372736
412,Construction - Shoreline Restoration,Mixed Cobble and Sand Berm Construction and Permitting Support for Duxbury  Beach Reservation,Nonprofit,Coastal Resilience,be03ddb3-6c37-49e7-8710-984a05e3d13d,,,"The Duxbury Beach Reservation, Inc., will construct a mixed cobble and sand berm to address erosion north and south of Powder Point Bridge, one of two access points to Duxbury Beach. Construction of the berm will maintain access to the shoreline and critical infrastructure.",https://www.duxburybeachreservation.org/_files/ugd/38289b_8aa120561f6e4a80a8de2ac4442c21a1.pdf,,,,41000,South Shore,Project Information,,,,,Duxbury,No,123000,"Duxbury Beach Reservation, Inc.",South Coastal,2024,-7864035.14614832,5168369.19072089
68,Vulnerability Assessment,Lynn Waterfront Resiliency Assessment,Municipal,Coastal Resilience,c5564bc7-773b-4de9-b16b-f8b39a0ed1d5,,,"The city assessed public infrastructure and natural resources at risk of flooding and sea level rise, developed potential adaptation strategies to address high risk areas and public outreach materials to communicate vulnerability assessment results.",https://www.ediclynn.org/documents/Lynn%20Coastal%20Resiliency%20Assessment.pdf,,,,18980,North Shore,Resiliency Assessment,,,,,Lynn,No,73000,Lynn,North Coastal,2016,-7898256.03754413,5230877.58713932
366,Design & Permitting,Pleasant Street BMP: Engagement and Design,Municipal,Coastal Pollutant Remediation,4c03ca85-6489-40b9-80fc-2b102e435fd4,,,Kingston developed designs of a system to treat stormwater for nutrients and bacteria. Goals are to expand opportunities for shellfish harvesting in the Jones River and Kingston Bay. ,,,,,11249,Boston Harbor,,,,,,Milton,No,23870,Milton,Boston Harbor: Neponset,2021,-7909424.00096969,5200005.64993609
28,Vulnerability Assessment,Beverly Waterfront Resiliency Project,Municipal,Coastal Resilience,5cc237ce-7424-4eae-bc20-27d632afd252,,,The City of Beverly identified climate change risks and developed preliminary strategies to protect the most vulnerable public infrastructure and critical facilities from flooding and sea level rise.,https://www.beverlyma.gov/DocumentCenter/View/364/Beverly-Coastal-Resiliency-Plan-PDF,,,,22495,North Shore,Final Report,,,,,Beverly,No,89981,Beverly,North Coastal,2017,-7890180.85250806,5243395.052979
323,Design & Permitting,Building Climate Resilience through Adaptation at the Crane Estate: Development of Single Environmental Impact Report (SEIR) and Notice of Intent Application (NOI) for Argilla Road Adaptation,Municipal,Coastal Resilience,66fa8476-3fc0-458e-b8f8-7560addbab9d,,,"Ipswich and The Trustees of Reservations completed the SEIR, prepared and submitted the NOI and renewed the Order of Resource Area Delineation for the Argilla Road Adaptation project.",https://ttor.maps.arcgis.com/apps/MapSeries/index.html?appid=d67f8e8fd2cc4d2c942caf4293afe778&wmode=opaque,,,,18910,North Shore,StoryMap,,,,,Ipswich,No,75642,Ipswich,North Coastal,2022,-7878413.1597891,5263829.00477001
174,Design & Permitting,Coastal Resilience Improvements - final Design for Three Priority Pump Stations,Municipal,Coastal Resilience,19cbe748-8a0c-47dc-8caf-60c4bb2c2cf4,,,"Wareham obtained required permits and developed final construction plans, specifications and cost estimates for improvements at three of its most vulnerable pump stations to help endure future storm events and minimize health and environmental risks.",https://www.wareham.ma.us/sewer-department,,,,25275,South Coast,Wareham Contact Information,,,,,Wareham,No,101100,Wareham,Buzzards Bay,2018,-7868451.24930224,5125203.77450667
320,Design & Permitting,Gosnold Fuel Resilience Project,Municipal,Coastal Resilience,cb01d058-6792-494a-9064-c3de9455decf,,,"Gosnold evaluated, designed, permitted a preferred alternative for an above-ground fuel storage facility on Cuttyhunk Island.",https://www.townofgosnold.org/,,,,53000,Cape Cod and Islands,Gosnold Contact Information,,,,,Gosnold,No,212000,Gosnold,Islands,2022,-7895699.27423007,5075050.4456963
74,Design & Permitting,Warren Cove Cobble Nourishment,Municipal,Coastal Resilience,d1c7b3f7-75cd-4bd6-9305-bc84b7ad8a15,,,"The town completed final designs and permitting activities for adding sand, gravel and cobble along 900 feet of an eroded barrier beach to reduce damages to public infrastructure and restore natural coastal resources and habitat.",https://www.plymouth-ma.gov/487/Marine-Environmental-Affairs,,,,18337,South Shore,Plymouth Contact Information,,,,,Plymouth,No,73350,Plymouth,South Coastal,2016,-7861472.9935061,5152244.04783957
369,Design & Permitting,Watson Park BMP Design and Implementation,Municipal,Coastal Pollutant Remediation,c70e229b-4435-451e-87d7-2cc961701385,,,"Braintree completed 75% designs for green stormwater infrastructure at Watson Park to treat stormwater runoff entering the Weymouth Fore River to improve water quality for diadromous fish including rainbow smelt, river herring, and American eel.",,,,,7388,Boston Harbor,,,,,,Braintree,No,55000,Braintree,Boston Harbor: Weymouth & Weir,2022,-7899983.47514154,5194833.81523517
249,Design & Permitting,Hull Waste Water Treatment Facility (WWTF) Nature-Based Resiliency Measures,Municipal,Coastal Resilience,3ead9354-ce2f-4d0c-a50a-9ee944bd1495,,,The Town of Hull advanced design plans and permit applications for a combination of onsite adaptation measures to improve the resilience of the facility to flooding and sea level rise.,https://www.town.hull.ma.us/sewer-department,,,,64974,South Shore,Hull Contact Information,,,,,Hull,No,259896,Hull,Boston Harbor: Proper,2020,-7892482.82166577,5206787.02381982
180,Construction - Stormwater Infrastructure,Orient Avenue Rain Garden Site 1 and Site 2,Municipal,Coastal Pollutant Remediation,23b8c48e-968e-4dd6-80fc-adea0fa15c05,,,The City of Melrose constructed raingardens and subsurface infrastructure to treat stormwater runoff pollution impacting Ell Pond in the Mystic River watershed. The long-term goal is to restore Ell Pond to a fishable and swimmable waterbody.,,,,,21307,Boston Harbor,,,,,,Melrose,No,50669,Melrose,Boston Harbor: Mystic,2018,-7910006.13615523,5230139.38461265
14,Design & Permitting,Veterans Road Drainage Improvements - Design,Municipal,Coastal Resilience,7087776b-dec5-4335-b85b-b1f6bd9d17c7,,,"Winthrop modeled watershed drainage patterns, tidal influences, and sea level rise as a basis for redesigning and permitting a tide gate at Lewis Lake to increase flood water drainage and improve water quality.",https://www.town.winthrop.ma.us/,,,,43461,Boston Harbor,Winthrop Contact Information,,,,,Winthrop,No,173845,Winthrop,Boston Harbor: Proper,2015,-7900646.06051076,5216915.87506606
37,Design & Permitting,Waterfront Access Elevation And Flood Protection Project,Municipal,Coastal Resilience,c9bf5c3d-7acf-4ada-bc5b-9acccd3465ae,,,The Town of Swampscott developed design plans for improvements to several of its waterfront access ways that have been identified as primary pathways for coastal flooding from storm surge and sea level rise.,https://www.swampscottma.gov/public-works,,,,25750,North Shore,Swampscott Contact Information,,,,,Swampscott,No,103000,Swampscott,North Coastal,2017,-7894589.10520928,5231601.2904014
243,Planning & Outreach,Helping Salt Marsh Keep Pace with Sea Level Rise in Pleasant Bay: Assessing Salt Marsh Vulnerability and Living Shoreline Suitability,Municipal,Coastal Resilience,42180c67-b187-4335-be26-63f0c95d3805,https://pleasantbay.org/,,"The Town of Chatham, in partnership with the Pleasant Bay Alliance, assessed the vulnerability of salt marsh resources in Pleasant Bay, and evaluated the suitability of nature-based shoreline treatments.",https://www.chatham-ma.gov/179/Coastal-Resources,,,,18213,Cape Cod and Islands,Chatham Contact Information,Pleasant Bay Contact Information,,,,"Chatham, Brewster, Orleans, Harwich",Yes,70050,"Chatham, on behalf of the Pleasant Bay Alliance",Cape Cod,2020,-7791473.56186569,5114677.35352978
8,Planning & Outreach,Empowering Coastal Communities To Prepare For And Respond To Sea Level Rise And Storm-Related Inundation: A Pilot Project For Nantucket,Municipal,Coastal Resilience,09510b4a-9481-4492-9d89-92d91164eed1,,,"Nantucket implemented flood and erosion control measures at three vulnerable, public sites prioritized by the Town’s Coastal Management Plan and identified and mapped low-lying areas that act as pathways for storm tides to inundate inland areas.",https://coastalstudies.org/wp-content/uploads/2020/04/STP-Nantucket_Full_Report_final.pdf,,,,44462,Cape Cod and Islands,Final Report,,,,,Nantucket,No,177850,Nantucket,Islands,2015,-7803395.46765344,5054490.05658084
435,Planning & Outreach,Town of Rehoboth Coastal Water Quality Improvement Initiative,Municipal,Coastal Habitat and Water Quality,41e09763-8941-45d6-83d6-d6962461c45d,,,"The Town of Rehoboth will work to improve water quality conditions in the Palmer River and Palmer River Watershed. Much of the Palmer River and its tributaries have bacteria impairments and are subject to the Final Bacteria Total Maximum Daily Load (TMDL) for the Palmer River Basin. Through identification of bacteria and nutrient hotspots, the Town will improve loading calculations, and identify locations for green stormwater infrastructure. Additionally, the town will update stormwater and zoning bylaws to reduce stormwater impacts to the Palmer River, host green stormwater infrastructure maintenance trainings to build capacity amongst the municipality, and conduct outreach with residents and local farmers on stormwater management.  ",,,,,31000,South Coastal,,,,,,Rehoboth,No,87500,Rehoboth,"NA, , , , , , , , , ",2025,-7935521.90555931,5134459.21156489
349,Planning & Outreach,Feasibility Study for Shoreline Restoration and Infrastructure Adaptations to Increase Coastal Resilience at Eastern Point Wildlife Sanctuary,Nonprofit,Coastal Resilience,65c24462-2c3d-47bf-a135-ab4acba995ca,,,Mass Audubon will examine the feasibility of shoreline restoration and infrastructure adaptations to the Eastern Point Wildlife Sanctuary and the terminal portion of Eastern Point Boulevard in Gloucester.,https://www.massaudubon.org/,,,,11618,North Shore,Mass Audubon Contact Information,,,,,Gloucester,No,96824,Mass Audubon,North Coastal,2023,-7866339.84603932,5248416.10555121
200,Construction - Shoreline Restoration,Collins Cove Salt Marsh Restoration Project,Municipal,Coastal Resilience,843be30c-10de-48b1-9aac-f179bee8488f,,,"Salem restored 0.75 acres of fringing salt marsh using coir rolls and native vegetation to provide increased protection from erosion, storm surge and wave forces along Collins Cove.",https://www.arcgis.com/apps/MapJournal/index.html?appid=496d9bad740341de801197303a5eaa66,,,,54137,North Shore,StoryMap,,,,,Salem,No,216550,Salem,North Coastal,2019,-7891053.96136599,5240279.31813511
194,Design & Permitting,Building Resilience through Argilla Road Adaptation Designs,Municipal,Coastal Resilience,faf73a7a-0490-4bcb-9085-9b7af3a17d3f,,,Ipswich developed design alternatives for nature-based approaches to help protect Argilla Road from increased flooding and climate change impacts.,https://ttor.maps.arcgis.com/apps/MapSeries/index.html?appid=d67f8e8fd2cc4d2c942caf4293afe778,,,,42161,North Shore,StoryMap,,,,,Ipswich,No,156155,Ipswich,North Coastal,2019,-7878409.55700209,5263822.00893741
343,Construction - Other Infrastructure,Gosnold Fuel Resilience Project – Construction,Municipal,Coastal Resilience,10f546c2-2a13-410b-8a4e-076d7e682d24,,,The Town of Gosnold will install a new above-ground fuel storage system that incorporates sea level rise considerations to replace recently removed underground tanks.,https://www.townofgosnold.org/,,,,120413,Cape Cod and Islands,Gosnold Contact Information,,,,,Gosnold,No,698398,Gosnold,Islands,2023,-7895365.71237474,5074764.91407803
100,Planning & Outreach,Acting on Climate Ready Boston Recommendations - Priority Flood Mitigation in East Boston and Charlestown,Municipal,Coastal Resilience,96486651-3430-4fd2-bd40-60a62142ae3d,,,Boston developed nature-based coastal resiliency strategies for the East Boston Greenway and Charlestown's Schrafft site.,https://www.boston.gov/departments/environment/climate-ready-boston,,,,65830,Boston Harbor,Climate Ready Boston,,,,,Boston,No,227000,Boston,Boston Harbor: Proper,2017,-7910319.68264253,5215163.35512798
